,CD_GEOCODM,NM_AGSN,CodAGSN,Estimated_Population,DPO_EmAGSN,Pop_EmAGSN,AbsoluteDifference,ProportionalDifference
740,3550308,AMADEO MENOCHI,35503080278.0,,191,667,,
741,3550308,ROMULO NALDI,35503080988.0,,1091,3902,,
742,3550308,ARISTEU VALENTE,35503080693.0,,135,707,,
743,3550308,PENHA BRASIL,35503080321.0,,215,855,,
744,3550308,FIRMINÓPOLIS,35503080339.0,,125,475,,
745,3550308,VISTA ALEGRE,35503080392.0,,537,1962,,
746,3550308,ARACANGUIRA,35503080347.0,,342,1132,,
747,3550308,TABOADO,35503080386.0,,760,2801,,
748,3550308,CORUMBÉ,35503080692.0,,454,1617,,
749,3550308,LEÔNIDAS MARMELO,35503080380.0,,400,1486,,
750,3550308,JARDIM BRASÍLIA,35503080015.0,,390,1385,,
751,3550308,ALBACORA,35503081312.0,,208,772,,
752,3550308,CAROMBÉ DO ALTO,35503081315.0,,75,302,,
753,3550308,JARDIM PARANÁ,35503081316.0,,168,687,,
754,3550308,BANANAL DIREITO,35503081317.0,,759,2847,,
755,3550308,MANOEL AQUILINO DOS SANTOS I,35503080969.0,,72,278,,
756,3550308,MIGUEL ARCANJO,35503080971.0,,68,242,,
757,3550308,TIRO AO POMBO,35503080972.0,5681.0,321,1231,4450.0,3.6149471974004874
758,3550308,ALBACORÁ,35503080975.0,,41,151,,
759,3550308,TEREZA,35503080974.0,,159,599,,
760,3550308,CARLOS FELBER,35503080989.0,,195,760,,
761,3550308,IBOTI,35503080683.0,,284,1024,,
762,3550308,INFERNINHO,35503080976.0,,106,374,,
763,3550308,JARDIM CARUMBÉ,35503080977.0,,209,791,,
764,3550308,PEDREIRA I,35503080979.0,,692,2377,,
765,3550308,QUADRA A,35503080980.0,,157,562,,
766,3550308,JARDIM PAULISTANO,35503080981.0,,218,831,,
767,3550308,CLARA NUNES,35503080982.0,,108,381,,
768,3550308,VILA SOUZA,35503080983.0,,86,324,,
769,3550308,ALEGRIA,35503080985.0,,146,547,,
770,3550308,SÃO GERALDO JARDEL FILHO,35503080986.0,,40,153,,
771,3550308,GREGÓRIO POMAR,35503080987.0,,41,143,,
772,3550308,ODASSI NAZZALI,35503080020.0,,517,1837,,
773,3550308,JARDIM PERI NOVO,35503080197.0,,353,1277,,
774,3550308,CACHOEIRA DOS ANTUNES,35503080135.0,6212.0,458,1756,4456.0,2.5375854214123006
775,3550308,SUCUPIRA I,35503080059.0,,249,1005,,
776,3550308,CONDESSA AMÁLIA MATARAZZO,35503080307.0,,121,473,,
777,3550308,SÃO GERALDO,35503080215.0,,327,1229,,
778,3550308,PAINEIRA,35503080272.0,,227,803,,
779,3550308,CAMPO GUARANI,35503080770.0,,377,1304,,
780,3550308,JARDIM PERI ALTO,35503080231.0,,446,1716,,
781,3550308,MANOEL NOGUEIRA GAMA,35503080245.0,,111,436,,
782,3550308,SERRANA FLUMINENSE,35503080259.0,,259,956,,
783,3550308,TRÊS FRONTEIRAS,35503080284.0,,237,877,,
784,3550308,LETÍCIA LICI,35503080326.0,,265,955,,
785,3550308,COMUNIDADE DE SÃO JOSÉ,35503080317.0,,286,1046,,
786,3550308,FLAMENGO,35503080296.0,,565,2167,,
787,3550308,DO SAPO,35503080837.0,,89,337,,
788,3550308,JARDIM PERI ALTO II,35503080767.0,,349,1432,,
789,3550308,JARDIM PERI ALTO I,35503080766.0,,184,836,,
790,3550308,JARDIM PERI ALTO III,35503080768.0,,132,527,,
791,3550308,TRÊS FRONTEIRAS I,35503080881.0,,156,566,,
792,3550308,LETÍCIA CINI I,35503080882.0,,619,2242,,
793,3550308,JARDIM PERI NOVO I,35503080883.0,,52,175,,
794,3550308,SEM DENOMINAÇÃO 03,35503080930.0,,163,604,,
795,3550308,SEM DENOMINAÇÃO 04,35503080931.0,,59,222,,
796,3550308,COIMBRA,35503081169.0,,77,263,,
797,3550308,CABUÇÚ,35503081318.0,,44,151,,
798,3550308,CABUÇU I,35503081170.0,,106,401,,
799,3550308,BURACO QUENTE,35503080201.0,,151,578,,
800,3550308,BURACO QUENTE I,35503080077.0,,123,502,,
801,3550308,MORRO DO PIOLHO,35503080010.0,,136,507,,
802,3550308,BURACO FRIO,35503080324.0,,168,549,,
803,3550308,JURANDIR,35503080129.0,,134,448,,
804,3550308,PANTALEÃO,35503080152.0,,139,444,,
805,3550308,SANTA CATARINA II,35503080257.0,,286,1108,,
806,3550308,DO ZOIÃO,35503080833.0,,109,359,,
807,3550308,TIBIRIÇÁ,35503081123.0,,47,175,,
808,3550308,CAMPO GRANDE,35503080158.0,,508,1904,,
809,3550308,CAMPO GRANDE / RUA SANTANA,35503080851.0,,230,856,,
810,3550308,JOÃO BATISTA DI VITORIANO,35503080850.0,,85,310,,
811,3550308,JARDIM CONSÓRCIO,35503080852.0,,120,417,,
812,3550308,AVENIDA MARGINAL,35503081278.0,,42,154,,
813,3550308,JARDIM PEDREIRA,35503081176.0,,120,441,,
814,3550308,JARDIM CATANDUVA,35503080742.0,,442,1555,,
815,3550308,PROFESSORA NINA STOCCO,35503080783.0,,111,410,,
816,3550308,JARDIM MORRO ORIENTE,35503080584.0,,292,1092,,
817,3550308,REGINA,35503080459.0,,147,607,,
818,3550308,HELGA,35503080318.0,,359,1364,,
819,3550308,JARDIM OLINDA I,35503080581.0,,259,888,,
820,3550308,JARDIM OLINDA II,35503080582.0,,840,2863,,
821,3550308,JARDIM EVANA,35503080587.0,,378,1382,,
822,3550308,JARDIM UMUARAMA,35503080586.0,,423,1532,,
823,3550308,JARDIM ROSANA,35503081022.0,,395,1303,,
824,3550308,LEÔNIDAS MOREIRA,35503080390.0,,350,1221,,
825,3550308,JARDIM REBOUÇAS,35503080456.0,,596,2144,,
826,3550308,PARQUE ARARIBA I,35503080732.0,,396,1371,,
827,3550308,ZACARIAS,35503080741.0,,297,1001,,
828,3550308,JARDIM OLINDA III,35503080585.0,,129,437,,
829,3550308,PARQUE ARARIBA II,35503080382.0,,69,237,,
830,3550308,JARDIM PIRACUANA,35503080580.0,,97,349,,
831,3550308,SANTA IFIGÊNIA,35503080583.0,,330,1194,,
832,3550308,CAPELINHA,35503080260.0,,548,1893,,
833,3550308,MONFORTE DE LEMOS,35503081319.0,,384,1361,,
834,3550308,JARDIM LUZITÂNIA II,35503080594.0,,107,547,,
835,3550308,VILA MAIZA,35503080592.0,,73,303,,
836,3550308,JARDIM REBOUÇAS II,35503080725.0,,136,509,,
837,3550308,ARARIBÁ,35503080446.0,,254,879,,
838,3550308,GALPOZANI,35503080089.0,,366,1222,,
839,3550308,JARDIM LUZITÂNIA I,35503080593.0,,240,865,,
840,3550308,MORRO DA LUA,35503081020.0,,390,1393,,
841,3550308,CARUZA,35503080524.0,6213.0,337,1212,5001.0,4.126237623762377
842,3550308,JARDIM MITSUTANI,35503080599.0,,246,867,,
843,3550308,JARDIM DAS PALMAS,35503080722.0,,84,335,,
844,3550308,MARIA SAMPAIO,35503080384.0,,118,435,,
845,3550308,NINA STOCCO,35503080876.0,,25,93,,
846,3550308,SEM DENOMINAÇÃO 05,35503080932.0,,92,298,,
847,3550308,OLARIA,35503081016.0,,241,894,,
848,3550308,SEM DENOMINAÇÃO 01,35503080877.0,,121,436,,
849,3550308,JARDIM FARIA LIMA,35503081009.0,,64,226,,
850,3550308,JARDIM PARIS,35503081010.0,,45,157,,
851,3550308,MISSIONÁRIA,35503080596.0,16826.0,644,2221,14605.0,6.575866726699685
852,3550308,JARDIM ANA MARIA,35503081011.0,,69,233,,
853,3550308,MANDIOCA III,35503081014.0,,83,268,,
854,3550308,VALE DAS VIRTUDES,35503081015.0,,60,224,,
855,3550308,VILA NOVA,35503081322.0,,125,456,,
856,3550308,RAUL DE LEONI RAMOS,35503081017.0,,59,234,,
857,3550308,NOVA SÃO ROQUE,35503081018.0,,107,384,,
858,3550308,CONSTANTINO DE OLIVEIRA LEDO I,35503081019.0,,91,293,,
859,3550308,JANIÓPOLIS,35503080739.0,,176,727,,
860,3550308,RUBENS FRAGA DE TOLEDO ARRUDA,35503080043.0,,1129,4404,,
861,3550308,SEM DENOMINAÇÃO 06,35503080934.0,,118,429,,
862,3550308,PIRATININGA,35503080841.0,,203,758,,
863,3550308,QUERALUZ,35503080842.0,,149,555,,
864,3550308,LUÍS OLIVIERI,35503080990.0,,87,282,,
865,3550308,VILA BUENOS AIRES,35503080991.0,,134,488,,
866,3550308,GOITA,35503080992.0,,74,266,,
867,3550308,JAÚ,35503080993.0,,54,200,,
868,3550308,ITAOCA,35503080273.0,,265,963,,
869,3550308,GISMAR OU GILMAR,35503080590.0,,205,630,,
870,3550308,JARDIM PIRACEMA DO PASTOR,35503080595.0,,130,462,,
871,3550308,SABIM,35503080465.0,,119,416,,
872,3550308,COMENDADOR,35503080516.0,,191,720,,
873,3550308,HERCIÓPOLIS,35503080724.0,,238,847,,
874,3550308,FRANCISCO DE ABREU,35503080520.0,,484,1628,,
875,3550308,CLARICE,35503080366.0,,216,763,,
876,3550308,JARDIM SORAIA I,35503080600.0,,172,594,,
877,3550308,JARDIM COMERCIAL I,35503080418.0,,461,1546,,
878,3550308,JARDIM COMERCIAL II,35503080422.0,,751,2584,,
879,3550308,JARDIM ALVORADA,35503080601.0,,529,1882,,
880,3550308,JARDIM ALVORADA II,35503080597.0,,133,462,,
881,3550308,CAMPO DOS FERREIRAS I,35503081324.0,,344,1262,,
882,3550308,AURÉLIO,35503080285.0,,183,655,,
883,3550308,VALKÍRIA III,35503080530.0,,1518,5358,,
884,3550308,JARDIM WALQUIRIA I,35503081325.0,6214.0,1031,3565,2649.0,0.7430575035063114
885,3550308,FRANISCO LACERDA E ALMEIDA,35503081326.0,,204,701,,
886,3550308,PARQUE VERA CRUZ,35503080589.0,,418,1439,,
887,3550308,VERA CRUZ I,35503080468.0,,275,986,,
888,3550308,VERA CRUZ II,35503080471.0,,262,923,,
889,3550308,VAZ DE LIMA,35503080336.0,,401,1415,,
890,3550308,JARDIM COMERCIAL III,35503080532.0,,871,3092,,
891,3550308,JARDIM MAGDALENA,35503080430.0,,1023,3517,,
892,3550308,JOIM MARCIANO,35503080352.0,,488,1661,,
893,3550308,JARDIM PIRAJUSSARA,35503080598.0,,146,556,,
894,3550308,JARDIM FERRAZ,35503080591.0,,255,970,,
895,3550308,CAMPO DE FORA II,35503080579.0,,454,1748,,
896,3550308,CAMPO DE FORA IV,35503080544.0,,374,1413,,
897,3550308,JARDIM SÃO BENTO I,35503080477.0,,1017,3620,,
898,3550308,SANTA EMÍLIA,35503080603.0,,312,1160,,
899,3550308,JARDIM DAS ROSAS II,35503080426.0,,240,913,,
900,3550308,JARDIM DAS ROSAS,35503080372.0,,221,807,,
901,3550308,JARDIM MACEDÔNIA,35503080406.0,,167,630,,
902,3550308,GIRASSÓIS,35503080786.0,,129,426,,
903,3550308,DIVISA DO JARDIM MACEDÔNIA,35503080517.0,,344,1266,,
904,3550308,NUNO ROLANDO,35503080442.0,,449,1578,,
905,3550308,JARDIM ANGELA,35503080495.0,,736,2615,,
906,3550308,JARDIM ANA,35503080605.0,,100,363,,
907,3550308,NOVA FLORESTA,35503081327.0,,215,760,,
908,3550308,CIDADE JÚLIA GUAICURI II,35503080904.0,,425,1426,,
909,3550308,VALKÍRIA II,35503080308.0,,311,1064,,
910,3550308,JARDIM GERMÂNIA - JARDIM CAMPO DE FORA,35503081328.0,,51,186,,
911,3550308,PARQUE SANTO DIAS,35503081023.0,,80,299,,
912,3550308,SAMUEL COOPER / JARDIM BOA ESPERANÇA,35503081024.0,,96,297,,
913,3550308,LOUIS CARAVAQUE,35503081025.0,,140,475,,
914,3550308,ALFREDO OMETECIDIO,35503081027.0,,51,194,,
915,3550308,PARQUE FERNANDA II,35503081028.0,,110,383,,
916,3550308,BASÍLIO TELES,35503081029.0,,109,420,,
917,3550308,JARDIM SORAIA II,35503081030.0,,55,199,,
918,3550308,PARQUE FERNANDA I,35503081031.0,,85,287,,
919,3550308,JARDIM SÃO BENTO NOVO,35503081329.0,,95,333,,
920,3550308,PARANAPANEMA I,35503081032.0,,193,631,,
921,3550308,VANGUARDA,35503081035.0,,184,634,,
922,3550308,DANIEL GRAN,35503081036.0,,139,458,,
923,3550308,PARQUE DO ENGENHO,35503081038.0,,66,193,,
924,3550308,SEBASTIÃO ADVINCOLA CUNHA,35503081039.0,,49,185,,
925,3550308,CAMPO DE FORA III,35503080216.0,,15,64,,
926,3550308,VALE DAS VIRTUDES III,35503081041.0,,142,521,,
927,3550308,JOANIZA I,35503080526.0,,274,1062,,
928,3550308,VILA JOANIZA II,35503080536.0,,123,452,,
929,3550308,AMERICANÓPOLIS,35503080588.0,6792.0,160,610,6182.0,10.134426229508197
930,3550308,VILA JOANIZA,35503080178.0,,301,1042,,
931,3550308,MARARI,35503080743.0,,108,309,,
932,3550308,CAIXA D'ÁGUA,35503080820.0,,81,314,,
933,3550308,FUTI MATAR,35503080860.0,,304,992,,
934,3550308,SÃO CARLOS,35503080535.0,,1290,4602,,
935,3550308,BURACO DO SAPO,35503080527.0,,201,767,,
936,3550308,SÃO CARLOS II,35503080232.0,,747,2712,,
937,3550308,ITAPURÁ II,35503080545.0,,215,845,,
938,3550308,JARDIM ITAPURÁ II,35503080355.0,7255.0,518,2040,5215.0,2.5563725490196076
939,3550308,JARDIM ITAPURÁ III,35503080546.0,,360,1319,,
940,3550308,UBERABA,35503080538.0,,213,752,,
941,3550308,JARDIM ORLI,35503080745.0,,784,2706,,
942,3550308,SÃO JOÃO DA BOA VISTA,35503080525.0,13584.0,332,1170,12414.0,10.61025641025641
943,3550308,SELMA II,35503080503.0,,747,2816,,
944,3550308,JARDIM SÃO JORGE,35503080534.0,,425,1560,,
945,3550308,APARECIDA,35503080537.0,,491,1781,,
946,3550308,SANTO AFONSO I,35503080511.0,,674,2337,,
947,3550308,BRÁS DE ABREU,35503080528.0,,664,2435,,
948,3550308,SANTO AFONSO II,35503080509.0,,247,871,,
949,3550308,CANTO DA NOITE,35503081330.0,,200,593,,
950,3550308,ESTRELA SOLITÁRIA III,35503080529.0,,433,1521,,
951,3550308,ESTRELA SOLITÁRIA,35503080541.0,,1138,3867,,
952,3550308,GUACURI I,35503080327.0,,666,2327,,
953,3550308,VILA INGLESA,35503080136.0,,299,1028,,
954,3550308,PAPA GREGÓRIO MAGNO,35503080819.0,,317,1083,,
955,3550308,CORÉIA,35503080113.0,,361,1326,,
956,3550308,FULVARO,35503080371.0,,124,514,,
957,3550308,LIGHT OU VILA CLARA OU VILA UNIÃO,35503080395.0,,60,204,,
958,3550308,DIVISA,35503080754.0,,276,950,,
959,3550308,SEBASTIÃO AFONSO,35503080413.0,,247,1010,,
960,3550308,FRANCISCO ALVARENGA,35503080758.0,,198,675,,
961,3550308,CIDADE JÚLIA,35503080817.0,,2575,9168,,
962,3550308,CIRENAICA OU M. LUÍZA DO ESPÍRITO SANTO,35503080445.0,,191,647,,
963,3550308,ANTONIO LOTI,35503080863.0,,219,840,,
964,3550308,SELMA,35503080902.0,,196,683,,
965,3550308,JARDIM ZAIRA,35503081251.0,,96,309,,
966,3550308,SANTA ROSA,35503081283.0,,86,309,,
967,3550308,AMERICANÓPOLIS II,35503081284.0,,55,207,,
968,3550308,GUANABARA,35503081285.0,,106,394,,
969,3550308,JARDIM MARTINI,35503081286.0,,165,564,,
970,3550308,VILA DAS PRATAS,35503081287.0,,309,1105,,
971,3550308,ABACATEIRO,35503081288.0,,92,362,,
972,3550308,JARDIM MIRIAN,35503081290.0,,40,149,,
973,3550308,JARDIM LUSO,35503081291.0,,288,943,,
974,3550308,RIO BONITO,35503080007.0,,354,1244,,
975,3550308,SATÉLITE,35503080455.0,,436,1621,,
976,3550308,SOROCABANA,35503080428.0,,245,915,,
977,3550308,JARDIM SÃO JUDAS,35503080715.0,,162,581,,
978,3550308,JARDIM RUBI,35503080504.0,,461,1659,,
979,3550308,JARDIM PRESIDENTE,35503080349.0,,641,2431,,
980,3550308,IPORANGA,35503080713.0,,200,680,,
981,3550308,JARDIM BONITO,35503080376.0,,1503,5657,,
982,3550308,JARDIM GUANHEMBU,35503080619.0,,269,1011,,
983,3550308,JARDIM VICENTE E JARDIM EDITH,35503080506.0,,434,1674,,
984,3550308,JARDIM IMPÉRIO,35503080500.0,,195,727,,
985,3550308,NÚCLEO POPULAR SANTOS DIAS DA SILVA,35503080764.0,,134,525,,
986,3550308,JARDIM ORION,35503080618.0,,342,1328,,
987,3550308,MORRO DA MANDIOCA,35503080763.0,,520,2078,,
988,3550308,JARDIM DAS IMBUIAS II,35503080075.0,,567,2067,,
989,3550308,JARDIM DAS IMBUIAS I,35503080436.0,,460,1720,,
990,3550308,AUTÓDROMO,35503080482.0,,253,1037,,
991,3550308,JARDIM QUARTO CENTENÁRIO,35503080616.0,,282,1035,,
992,3550308,SANTA EDWIGES,35503080370.0,,260,925,,
993,3550308,VILA DIANA,35503080622.0,,86,283,,
994,3550308,SANTA CECÍLIA,35503080424.0,,218,734,,
995,3550308,JARDIM VISTA ALEGRE II,35503080620.0,,77,253,,
996,3550308,JARDIM POUSO ALEGRE,35503080452.0,,384,1339,,
997,3550308,NICARÁGUA,35503080479.0,,807,2972,,
998,3550308,PAZ (CAPELA DO SOCORRO),35503080730.0,,773,2579,,
999,3550308,MANOEL TEFFÉ,35503080432.0,,254,977,,
1000,3550308,SÃO JOSÉ (CAPELA DO SOCORRO),35503080150.0,,263,930,,
1001,3550308,JARDIM ALPINO II,35503080458.0,,157,506,,
1002,3550308,JARDIM FLORESTA,35503080765.0,,61,203,,
1003,3550308,JARDIM VISTA ALEGRE I,35503080621.0,,163,613,,
1004,3550308,ALPINO,35503080448.0,,204,711,,
1005,3550308,JARDIM,35503080880.0,,124,458,,
1006,3550308,PARQUE ALTO,35503081280.0,,109,384,,
1007,3550308,COMUNIDADE DO TUDO,35503081281.0,,20,87,,
1008,3550308,CHÁCARA NOSSA SENHORA APARECIDA,35503081282.0,,192,731,,
1009,3550308,FAZENDA ARICANDUVA,35503080568.0,,261,912,,
1010,3550308,JOAQUIM MEIRA,35503081065.0,13893.0,600,2209,11684.0,5.289271163422363
1011,3550308,CARLO MADERNA,35503080569.0,,371,1326,,
1012,3550308,JARDIM ELIANE,35503080036.0,,1188,4052,,
1013,3550308,CIDADE LÍDER II,35503080675.0,,124,473,,
1014,3550308,LÍDER,35503080674.0,,452,1592,,
1015,3550308,MORADA DO SOL,35503081064.0,,522,1788,,
1016,3550308,JARDIM SANTA TEREZINHA II,35503081066.0,,115,431,,
1017,3550308,VILA HORTÊNCIA,35503081042.0,,609,2282,,
1018,3550308,CACHOEIRA DO MAÇARANDUBA,35503080804.0,,157,623,,
1019,3550308,CACHOEIRA DAS GARÇAS,35503081331.0,,343,1248,,
1020,3550308,SANTA EFIGÊNIA,35503080044.0,,298,1133,,
1021,3550308,CASTRO ALVES,35503081332.0,,505,1980,,
1022,3550308,SEM DENOMINAÇÃO 07,35503080936.0,,133,512,,
1023,3550308,IGUATEMI,35503081046.0,,279,1246,,
1024,3550308,AV NAYLON DE OLIVEIRA,35503080938.0,,309,1190,,
1025,3550308,SEM DENOMINAÇÃO 08,35503080937.0,,208,734,,
1026,3550308,SEN DENOMINAÇÃO 18,35503080949.0,,236,830,,
1027,3550308,BURACÃO,35503081045.0,,352,1360,,
1028,3550308,DOM MACÁRIO,35503080685.0,9262.0,1113,4045,5217.0,1.2897404202719407
1029,3550308,ÁGUA FUNDA,35503080425.0,,131,554,,
1030,3550308,SANTA ANGELA,35503080248.0,,129,519,,
1031,3550308,FAZENDINHA,35503081127.0,,88,322,,
1032,3550308,VIELA WALTER,35503081128.0,,100,350,,
1033,3550308,SANTO STEFANO I,35503081129.0,,85,330,,
1034,3550308,FERNÃO MENDES PINTO,35503080172.0,,190,738,,
1035,3550308,DEDO MÁGICO,35503080561.0,,297,1034,,
1036,3550308,PRAÇA ONZE,35503080076.0,,584,2079,,
1037,3550308,VILA DANIA MUNGO PARK,35503081336.0,,317,1231,,
1038,3550308,CRIANÇAS,35503080563.0,,445,1572,,
1039,3550308,VERONIA II,35503081049.0,,109,377,,
1040,3550308,SAPOLÂNDIA,35503081050.0,,110,404,,
1041,3550308,VILA CISPER,35503081051.0,,291,1014,,
1042,3550308,TEÓLOGO JOHN WESLEY,35503081052.0,,80,317,,
1043,3550308,DENDEZEIRO,35503081053.0,,68,236,,
1044,3550308,POLINÉSIA,35503081054.0,,145,528,,
1045,3550308,VILA PALMEIRA,35503080082.0,,124,460,,
1046,3550308,VILA ACRE,35503080054.0,,241,923,,
1047,3550308,VILA REGINA,35503080108.0,,188,680,,
1048,3550308,MATOSO,35503080019.0,,331,1239,,
1049,3550308,JARDIM ITAJAÍ,35503080644.0,,254,972,,
1050,3550308,VILA NASCENTE,35503080731.0,,558,2056,,
1051,3550308,BARRO BRANCO,35503080639.0,,177,646,,
1052,3550308,JARDIM NORONHA,35503080650.0,,854,3055,,
1053,3550308,JARDIM ALMEIDA E SETE DE SETEMBRO,35503080716.0,,164,662,,
1054,3550308,JARDIM TRÊS CORAÇÕES,35503080645.0,,76,286,,
1055,3550308,GRAJAÚ II,35503080510.0,,220,839,,
1056,3550308,BORORÉ,35503080488.0,,416,1455,,
1057,3550308,COCAIA,35503080498.0,,712,2599,,
1058,3550308,JARDIM MORAES PRADO,35503080467.0,,183,669,,
1059,3550308,FELÍCIA,35503080781.0,,639,2381,,
1060,3550308,JARDIM SANTA FÉ I,35503080646.0,,77,314,,
1061,3550308,NOVA GARAU,35503080635.0,,412,1467,,
1062,3550308,PARQUE COCAIA VII,35503080907.0,,658,2329,,
1063,3550308,PARQUE COCAIA VI,35503080908.0,,258,867,,
1064,3550308,CANTINHO DO CÉU III,35503080909.0,,262,926,,
1065,3550308,JARDIM ZILDA,35503080651.0,,323,1102,,
1066,3550308,CANTINHO DE CÉU V,35503080910.0,,232,790,,
1067,3550308,JARDIM MYRNA,35503080714.0,,96,346,,
1068,3550308,CANTINHO DO CÉU VII,35503080911.0,,256,958,,
1069,3550308,CANTINHO DO CÉU VIII,35503080912.0,2914.0,434,1455,1459.0,1.0027491408934708
1070,3550308,CANTINHO DO CÉU IX,35503080913.0,,173,667,,
1071,3550308,CANTINHO DO CÉU X,35503080914.0,,207,711,,
1072,3550308,NATAL,35503080782.0,,211,762,,
1073,3550308,PARQUE EUROPA II,35503080636.0,,303,1079,,
1074,3550308,PARQUE COCAIA II,35503081337.0,,50,167,,
1075,3550308,PARQUE GRAJAÚ III,35503080485.0,,431,1620,,
1076,3550308,JARDIM ICARAÍ II E III,35503081338.0,,132,517,,
1077,3550308,PARQUE DO COCAIA I,35503080627.0,,200,673,,
1078,3550308,PARQUE GRAJAÚ,35503080915.0,,315,1182,,
1079,3550308,PARQUE RESIDENCIAL COCAIA 'A',35503081339.0,,416,1531,,
1080,3550308,MORRO DA ALEGRIA,35503080209.0,,548,1874,,
1081,3550308,CANTINHO DO CÉU XIV,35503080916.0,,398,1424,,
1082,3550308,CANTINHO DO CÉU XV,35503080917.0,,305,1049,,
1083,3550308,PARQUE SÃO PAULO,35503080440.0,,1298,4635,,
1084,3550308,CANTINHO DO CÉU XVII,35503080918.0,,213,719,,
1085,3550308,PARQUE PLANALTO,35503080630.0,,473,1690,,
1086,3550308,PARQUE GRAJAÚ I,35503080634.0,,710,2566,,
1087,3550308,ALTO DA ALEGRIA,35503081340.0,,361,1273,,
1088,3550308,PARQUE PLANALTO II,35503081341.0,,131,399,,
1089,3550308,PARQUE PLANALTO I,35503081342.0,,375,1323,,
1090,3550308,JARDIM DOS MANACÁS,35503080420.0,,358,1118,,
1091,3550308,JARDIM MANACÁS,35503081343.0,,145,524,,
1092,3550308,PARQUE DO COCAIA II,35503080625.0,,61,199,,
1093,3550308,CANTINHO DO CÉU I,35503080631.0,3301.0,4526,15600,-12299.0,-0.7883974358974359
1094,3550308,CANTINHO DO CÉU XX,35503080919.0,,26,91,,
1095,3550308,CANTINHO DO CÉU XXI,35503080920.0,,385,1418,,
1096,3550308,PARAGUAI,35503081305.0,,902,2832,,
1097,3550308,JARDIM LUCÉLIA,35503080921.0,3111.0,485,1716,1395.0,0.8129370629370629
1098,3550308,JARDIM SÃO PEDRO,35503081225.0,,49,179,,
1099,3550308,BOA VISTA II,35503081226.0,,71,246,,
1100,3550308,JARDIM MORAIS PRADO II,35503081228.0,,54,227,,
1101,3550308,JARDIM HASANO II,35503081229.0,,85,250,,
1102,3550308,JARDIM MONTE ALEGRE II,35503081242.0,,106,344,,
1103,3550308,SANTO ANTONIO II,35503081230.0,,58,225,,
1104,3550308,JARDIM SÃO BERNARDO,35503081231.0,,135,485,,
1105,3550308,CANDIDO RAMOS,35503081232.0,,31,133,,
1106,3550308,JARDIM ELIANA I,35503081233.0,,257,956,,
1107,3550308,JARDIM ICARAI I E II,35503081234.0,,105,392,,
1108,3550308,JARDIM REBECA,35503081235.0,,58,192,,
1109,3550308,VILA SANTA FRANCISCA CABRINI IV,35503081236.0,,129,457,,
1110,3550308,RELMBERG,35503081237.0,,179,693,,
1111,3550308,MANACIS,35503081239.0,,36,144,,
1112,3550308,PARQUE SÃO JOSÉ I E II,35503081238.0,,190,710,,
1113,3550308,FRANCISCO SANCHES DIAS,35503081248.0,,80,282,,
1114,3550308,JARDIM VARGINHA II,35503081247.0,,161,505,,
1115,3550308,JARDIM VARGINHA III,35503081240.0,,417,1528,,
1116,3550308,SETE DE SETEMBRO II,35503081241.0,,159,601,,
1117,3550308,JARDIM SÃO BERNARDO I,35503081243.0,,80,294,,
1118,3550308,TOCA,35503081244.0,,173,670,,
1119,3550308,RIO FARTURA,35503081344.0,,314,1187,,
1120,3550308,TEOTÔNIO PAVÃO,35503080790.0,,94,356,,
1121,3550308,JOSÉ HIGINO NEVES,35503080791.0,,93,353,,
1122,3550308,ALCIDES DA COSTA,35503080861.0,,450,1518,,
1123,3550308,SEM DENOMINAÇÃO 15,35503080946.0,,86,330,,
1124,3550308,SEM DENOMINAÇÃO 16,35503080947.0,,35,123,,
1125,3550308,JARDIM SÃO CARLOS I,35503081067.0,,84,279,,
1126,3550308,JARDIM SÃO JOÃO,35503081068.0,,145,515,,
1127,3550308,JACU PESSEGO / RIO ARICANDUVA,35503080812.0,,209,724,,
1128,3550308,QUEIMADA,35503080811.0,,176,598,,
1129,3550308,JARDIM SÃO GONÇALO,35503080733.0,,107,371,,
1130,3550308,VILA IRACEMA,35503080677.0,,156,564,,
1131,3550308,JARDIM ROSELI,35503080098.0,,192,735,,
1132,3550308,JARDIM DAS LARANJEIRAS,35503080123.0,,302,1098,,
1133,3550308,RIO CLARO,35503081070.0,,5,19,,
1134,3550308,DO PALANQUE,35503081071.0,,60,215,,
1135,3550308,PILÕES,35503080757.0,,1281,4451,,
1136,3550308,HELIÓPOLIS,35503080012.0,,12105,41118,,
1137,3550308,PRESIDENTE WILSON II,35503081130.0,,205,749,,
1138,3550308,BARÃO DE RESENDE,35503081131.0,,131,484,,
1139,3550308,FUNCHAL,35503080051.0,,109,366,,
1140,3550308,JARDIM ELZA II,35503080185.0,,441,1475,,
1141,3550308,ITAJUIBE,35503081345.0,,172,617,,
1142,3550308,JARDIM ELZA I,35503080096.0,,336,1274,,
1143,3550308,MARIA ÂNGELA,35503080795.0,,234,843,,
1144,3550308,JARDIM MABEL,35503081346.0,,212,778,,
1145,3550308,ITAJUÍBE,35503080796.0,,433,1686,,
1146,3550308,TIJUCO PRETO II,35503080038.0,,331,1251,,
1147,3550308,TIJUCO PRETO III,35503080606.0,,529,2034,,
1148,3550308,DAS MELIUNAS,35503080069.0,,405,1649,,
1149,3550308,CÓRREGO JOÃO BOTELHO,35503080797.0,,86,354,,
1150,3550308,JARDIM CAMPO,35503080121.0,,303,1116,,
