"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"1019","22110010109","496","1731"
"1020","22110010110","151","587"
"1021","22110010111","85","293"
"1022","22110010112","79","298"
"1023","22110010113","57","204"
"1024","22110010115","130","515"
"1025","22110010116","85","288"
"1026","22110010117","59","190"
"1027","22110010118","1","5"
"1028","22110010119","146","589"
"1029","22110010120","51","197"
"1030","26000540001","222","734"
"1031","26000540002","189","654"
"1032","26000540003","187","610"
"1033","26000540004","198","687"
"1034","26000540005","865","3004"
"1035","26000540006","376","1327"
"1036","26000540007","125","452"
"1037","26010520001","1381","5640"
"1038","26029020001","5939","20297"
"1039","26029020002","2802","9601"
"1040","26029020003","117","380"
"1041","26029020004","2202","7340"
"1042","26029020005","171","604"
"1043","26029020006","51","165"
"1044","26029020007","199","648"
"1045","26029020009","313","1131"
"1046","26029020010","40","166"
"1047","26029020011","1976","7085"
"1048","26029020012","233","766"
"1049","26029020013","737","2526"
"1050","26029020014","183","690"
"1051","26029020015","115","408"
"1052","26029020016","2120","7539"
"1053","26029020017","446","1619"
"1054","26029020018","4470","15524"
"1055","26029020019","1107","3775"
"1056","26029020020","590","2134"
"1057","26029020021","720","2398"
"1058","26029020023","322","1034"
"1059","26029020025","240","898"
"1060","26029020027","338","1262"
"1061","26034540001","346","1215"
"1062","26034540002","509","1767"
"1063","26034540003","160","542"
"1064","26034540004","56","198"
"1065","26034540005","362","1306"
"1066","26034540006","430","1658"
"1067","26034540007","470","2005"
"1068","26034540008","131","441"
"1069","26034540009","211","697"
"1070","26034540010","213","729"
"1071","26034540011","225","801"
"1072","26041060001","58","219"
"1073","26041060002","74","271"
"1074","26041060003","186","653"
"1075","26041060004","333","1237"
"1076","26041060005","529","1777"
"1077","26041060006","172","616"
"1078","26041060007","56","181"
"1079","26041060009","66","233"
"1080","26041060010","204","756"
"1081","26041060011","248","778"
"1082","26041060012","229","828"
"1083","26041060013","280","869"
"1084","26041060014","258","787"
"1085","26041060015","168","490"
"1086","26041060016","387","1298"
"1087","26041060017","211","685"
"1088","26041060018","619","2009"
"1089","26041060019","153","487"
"1090","26052020001","425","1444"
"1091","26052020002","173","643"
"1092","26052020004","399","1386"
"1093","26052020005","280","934"
"1094","26052020006","437","1445"
"1095","26052020007","423","1547"
"1096","26068040001","218","785"
"1097","26068040002","173","623"
"1098","26068040003","478","1739"
"1099","26068040004","131","449"
"1100","26072080001","1086","3779"
"1101","26076040001","168","574"
"1102","26076040002","118","380"
"1103","26076040004","525","1805"
"1104","26077520001","137","544"
"1105","26077520002","152","568"
"1106","26079010002","781","2417"
"1107","26079010003","410","1232"
"1108","26079010004","329","950"
"1109","26079010005","505","1726"
"1110","26079010006","252","835"
"1111","26079010007","2692","9032"
"1112","26079010008","4477","15326"
"1113","26079010009","493","1699"
"1114","26079010010","1351","4479"
"1115","26079010012","176","591"
"1116","26079010013","147","565"
"1117","26079010014","473","1695"
"1118","26079010015","870","2741"
"1119","26079010016","610","2159"
"1120","26079010017","2501","8613"
"1121","26079010018","3023","10338"
"1122","26079010019","188","618"
"1123","26079010020","1188","3831"
"1124","26079010021","544","1758"
"1125","26079010022","1261","4243"
"1126","26079010023","389","1277"
"1127","26079010024","775","2483"
"1128","26079010027","877","2917"
"1129","26079010028","1256","4152"
"1130","26079010029","2454","7832"
"1131","26079010030","367","1125"
"1132","26079010031","409","1267"
"1133","26079010032","220","694"
"1134","26079010033","966","3195"
"1135","26079010034","427","1571"
"1136","26079010035","662","2242"
"1137","26079010036","380","1245"
"1138","26079010037","335","1104"
"1139","26079010038","297","1015"
"1140","26079010039","590","1953"
"1141","26079010041","412","1417"
"1142","26079010042","979","3202"
"1143","26079010043","126","425"
"1144","26079010044","405","1328"
"1145","26079010046","674","2239"
"1146","26079010047","2027","6807"
"1147","26079010055","158","493"
"1148","26079010056","217","697"
"1149","26079010057","1414","4632"
"1150","26079010058","2164","7226"
"1151","26079010059","105","318"
"1152","26079010061","2123","6989"
"1153","26079010062","2066","6977"
"1154","26079010063","4159","13735"
"1155","26079010064","2615","8826"
"1156","26079010066","276","924"
"1157","26079010067","2205","7531"
"1158","26079010070","1677","5519"
"1159","26079010071","988","3416"
"1160","26079010072","592","1988"
"1161","26079010073","1515","5240"
"1162","26079010074","592","2075"
"1163","26079010075","1550","5162"
"1164","26079010076","1289","4186"
"1165","26079010077","3565","12749"
"1166","26079010078","140","466"
"1167","26079010079","122","402"
"1168","26079010080","415","1522"
"1169","26079010081","44","139"
"1170","26094020002","535","1863"
"1171","26094020007","261","876"
"1172","26094020008","325","1084"
"1173","26094020009","643","2326"
"1174","26094020011","568","1943"
"1175","26094020013","200","659"
"1176","26094020015","222","845"
"1177","26094020016","168","539"
"1178","26096000001","134","428"
"1179","26096000048","116","380"
"1180","26096000049","183","666"
"1181","26096000050","130","443"
"1182","26096000051","1471","4996"
"1183","26096000052","471","1780"
"1184","26096000053","725","2488"
"1185","26096000054","2011","7079"
"1186","26096000055","174","645"
"1187","26096000056","124","459"
"1188","26096000057","145","479"
"1189","26096000058","73","294"
"1190","26096000059","36","109"
"1191","26096000060","298","1054"
"1192","26096000061","1016","3338"
"1193","26096000062","383","1348"
"1194","26096000063","866","3042"
"1195","26096000064","645","2218"
"1196","26096000065","101","319"
"1197","26096000066","159","546"
"1198","26096000067","188","661"
"1199","26096000068","113","406"
"1200","26096000069","888","2944"
"1201","26096000070","463","1564"
"1202","26096000071","128","422"
"1203","26096000072","743","2368"
"1204","26096000073","1629","5687"
"1205","26096000074","163","627"
"1206","26096000075","459","1651"
"1207","26096000076","399","1411"
"1208","26096000078","570","1931"
"1209","26096000079","486","1712"
"1210","26096000080","140","500"
"1211","26096000081","304","1060"
"1212","26096000082","230","780"
"1213","26096000083","1139","4091"
"1214","26096000084","271","1037"
"1215","26096000087","614","2243"
"1216","26096000088","221","816"
"1217","26096000089","533","1924"
"1218","26096000090","154","583"
"1219","26096000091","378","1270"
"1220","26096000092","330","1215"
"1221","26096000093","563","1996"
"1222","26096000095","251","777"
"1223","26096000096","168","635"
"1224","26096000099","309","1052"
"1225","26096000100","944","3053"
"1226","26096000101","262","916"
"1227","26096000102","274","913"
"1228","26096000103","561","1893"
"1229","26096000104","510","1823"
"1230","26096000106","436","1535"
"1231","26096000108","217","850"
"1232","26096000110","290","693"
"1233","26096000112","621","2001"
"1234","26096000113","313","1080"
"1235","26107070001","821","2680"
"1236","26107070002","274","901"
"1237","26107070004","426","1438"
"1238","26107070012","1544","5859"
"1239","26107070014","114","393"
"1240","26107070016","554","1901"
"1241","26107070017","803","2822"
"1242","26107070018","398","1337"
"1243","26107070019","314","1115"
"1244","26107070020","279","999"
"1245","26107070021","522","1665"
"1246","26107070022","424","1519"
"1247","26107070023","350","1123"
"1248","26107070024","415","1417"
"1249","26107070025","548","1884"
"1250","26107070026","182","647"
"1251","26107070027","260","859"
"1252","26107070029","293","981"
"1253","26107070030","218","789"
"1254","26107070031","190","686"
"1255","26107070032","215","816"
"1256","26107070033","329","1176"
"1257","26107070034","898","2944"
"1258","26107070035","1510","4953"
"1259","26107070036","209","730"
"1260","26107070037","115","338"
"1261","26116060016","167","584"
"1262","26116060022","458","1425"
"1263","26116060361","379","1329"
"1264","26116060425","93","295"
"1265","26116060426","528","1769"
"1266","26116060427","310","1034"
"1267","26116060430","175","598"
"1268","26116060432","256","932"
"1269","26116060433","102","313"
"1270","26116060434","257","803"
"1271","26116060435","1165","3894"
"1272","26116060439","146","495"
"1273","26116060441","964","3496"
"1274","26116060454","5551","19603"
"1275","26116060455","3168","11179"
"1276","26116060495","294","900"
"1277","26116060496","74","291"
"1278","26116060519","204","686"
"1279","26116060529","931","3117"
"1280","26116060530","413","1237"
"1281","26116060533","2467","8028"
"1282","26116060544","630","2248"
"1283","26116060550","297","929"
"1284","26116060551","585","1943"
"1285","26116060552","509","1646"
"1286","26116060553","497","1618"
"1287","26116060554","349","1281"
"1288","26116060555","541","1941"
"1289","26116060556","455","1698"
"1290","26116060559","1182","4328"
"1291","26116060561","524","1739"
"1292","26116060562","2885","9824"
"1293","26116060564","251","883"
"1294","26116060568","329","1024"
"1295","26116060572","107","329"
"1296","26116060575","1295","4595"
"1297","26116060578","624","2164"
"1298","26116060579","286","988"
"1299","26116060585","419","1592"
"1300","26116060587","848","2761"
"1301","26116060588","3803","13516"
"1302","26116060589","673","2277"
"1303","26116060590","1138","3951"
"1304","26116060594","868","2946"
"1305","26116060596","943","3346"
"1306","26116060619","609","2058"
"1307","26116060621","663","2039"
"1308","26116060622","489","1639"
"1309","26116060623","379","1362"
"1310","26116060625","462","1691"
"1311","26116060627","2839","9256"
"1312","26116060630","643","2220"
"1313","26116060635","149","443"
"1314","26116060636","166","555"
"1315","26116060637","1919","6349"
"1316","26116060638","339","1086"
"1317","26116060639","111","403"
"1318","26116060641","569","1939"
"1319","26116060642","342","1211"
"1320","26116060643","456","1575"
"1321","26116060647","398","1466"
"1322","26116060648","1996","5955"
"1323","26116060649","94","320"
"1324","26116060650","561","1872"
"1325","26116060651","165","615"
"1326","26116060652","783","2714"
"1327","26116060654","205","719"
"1328","26116060655","197","592"
"1329","26116060656","84","293"
"1330","26116060657","294","868"
"1331","26116060658","103","351"
