"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"1399","24081020046","1102","4098"
"1400","24081020048","713","2571"
"1401","24081020049","1503","5643"
"1402","24081020050","2600","8946"
"1403","24081020051","346","1317"
"1404","24081020052","3013","10451"
"1405","24081020053","323","1208"
"1406","24081020055","604","1879"
"1407","24081020056","339","1173"
"1408","24081020057","548","2075"
"1409","24081020058","135","478"
"1410","24081020059","399","1508"
"1411","24081020061","339","1219"
"1412","24081020062","277","1037"
"1413","24081020063","290","1102"
"1414","24081020064","354","1208"
"1415","24081020065","1065","3843"
"1416","24081020066","702","2451"
"1417","24081020067","418","1519"
"1418","24081020068","254","792"
"1419","24081020069","1228","4459"
"1420","24081020070","649","2292"
"1421","24081020071","206","759"
"1422","24081020072","1064","3845"
"1423","43006040010","243","1006"
"1424","43021050002","95","329"
"1425","43021050004","84","294"
"1426","43021050005","533","1659"
"1427","43021050006","446","1386"
"1428","43021050007","297","933"
"1429","43021050008","712","2498"
"1430","43031030002","65","251"
"1431","43035090001","648","2306"
"1432","43035090002","85","289"
"1433","43046060001","139","547"
"1434","43046060002","212","701"
"1435","43046060010","65","217"
"1436","43046060014","76","294"
"1437","43046060015","263","932"
"1438","43046060016","249","921"
"1439","43046060019","93","377"
"1440","43046060020","335","1227"
"1441","43046060021","101","384"
"1442","43046060022","76","244"
"1443","43046060023","287","1021"
"1444","43051080031","80","321"
"1445","43051080032","375","1255"
"1446","43051080034","198","679"
"1447","43051080035","81","266"
"1448","43051080036","92","308"
"1449","43051080037","283","1039"
"1450","43051080038","1115","3693"
"1451","43051080039","207","772"
"1452","43051080040","734","2426"
"1453","43051080041","64","220"
"1454","43051080042","226","758"
"1455","43051080043","63","187"
"1456","43051080044","602","1959"
"1457","43051080045","769","2834"
"1458","43051080046","120","417"
"1459","43051080047","240","787"
"1460","43051080048","69","232"
"1461","43051080049","530","1656"
"1462","43051080050","928","3210"
"1463","43051080051","112","341"
"1464","43051080052","251","826"
"1465","43051080053","986","3272"
"1466","43051080054","108","374"
"1467","43051080055","84","335"
"1468","43060560001","186","645"
"1469","43067670001","190","676"
"1470","43067670002","268","975"
"1471","43076090002","86","275"
"1472","43092090005","81","305"
"1473","43092090008","39","99"
"1474","43092090009","293","848"
"1475","43093080001","223","733"
"1476","43093080004","101","340"
"1477","43093080005","534","1807"
"1478","43124010001","129","425"
"1479","43124010004","237","800"
"1480","43124010005","117","366"
"1481","43134090006","225","786"
"1482","43134090019","129","452"
"1483","43134090026","130","415"
"1484","43134090033","117","390"
"1485","43134090034","65","217"
"1486","43134090035","99","322"
"1487","43134090039","132","467"
"1488","43134090040","109","371"
"1489","43134090041","345","1130"
"1490","43134090042","185","579"
"1491","43134090044","995","3481"
"1492","43134090046","547","2027"
"1493","43134090047","414","1275"
"1494","43134090048","1455","5134"
"1495","43134090049","146","480"
"1496","43134090050","751","2721"
"1497","43134090051","335","1180"
"1498","43134090052","123","395"
"1499","43134090053","59","225"
"1500","43136560001","64","209"
"1501","43141000001","60","239"
"1502","43141000002","96","359"
"1503","43141000003","198","653"
"1504","43141000004","220","743"
"1505","43141000005","126","434"
"1506","43144070003","80","264"
"1507","43144070011","163","515"
"1508","43144070013","91","302"
"1509","43144070015","128","434"
"1510","43144070016","354","1138"
"1511","43144070017","143","564"
"1512","43148030001","332","1104"
"1513","43148030003","150","533"
"1514","43149020004","143","517"
"1515","43149020009","252","843"
"1516","43149020012","413","1527"
"1517","43149020015","2192","8029"
"1518","43149020018","907","2898"
"1519","43149020019","726","2385"
"1520","43149020021","496","1591"
"1521","43149020022","951","3145"
"1522","43149020026","921","3166"
"1523","43149020029","197","680"
"1524","43149020031","770","2458"
"1525","43149020040","130","309"
"1526","43149020042","1363","4602"
"1527","43149020043","724","2664"
"1528","43149020052","122","407"
"1529","43149020057","915","2958"
"1530","43149020064","107","361"
"1531","43149020071","582","1944"
"1532","43149020072","239","1171"
"1533","43149020077","585","1956"
"1534","43149020084","1069","3966"
"1535","43149020086","87","291"
"1536","43149020100","282","959"
"1537","43149020104","254","860"
"1538","43149020107","502","1635"
"1539","43149020118","1197","4399"
"1540","43149020120","1724","6314"
"1541","43149020121","1173","3887"
"1542","43149020125","205","649"
"1543","43149020126","618","2069"
"1544","43149020129","830","3194"
"1545","43149020131","324","1267"
"1546","43149020135","1325","4855"
"1547","43149020141","188","589"
"1548","43149020146","151","542"
"1549","43149020151","444","1529"
"1550","43149020158","740","2469"
"1551","43149020159","180","591"
"1552","43149020162","1964","6982"
"1553","43149020165","591","2008"
"1554","43149020166","472","1564"
"1555","43149020167","100","372"
"1556","43149020168","304","966"
"1557","43149020169","337","1191"
"1558","43149020170","149","524"
"1559","43149020171","133","428"
"1560","43149020172","833","2922"
"1561","43149020173","632","2279"
"1562","43149020174","1041","3675"
"1563","43149020177","227","733"
"1564","43149020179","1834","6098"
"1565","43149020181","247","824"
"1566","43149020182","153","509"
"1567","43149020183","1077","3726"
"1568","43149020184","743","2234"
"1569","43149020185","400","1256"
"1570","43149020186","1715","5780"
"1571","43149020187","753","2490"
"1572","43149020188","127","447"
"1573","43149020190","56","170"
"1574","43149020191","1033","3558"
"1575","43149020192","375","1334"
"1576","43149020193","632","2212"
"1577","43149020194","150","463"
"1578","43149020195","173","580"
"1579","43149020196","376","1332"
"1580","43149020197","112","402"
"1581","43149020198","68","225"
"1582","43149020199","151","549"
"1583","43149020200","175","688"
"1584","43149020201","58","195"
"1585","43149020202","92","313"
"1586","43149020203","52","194"
"1587","43149020204","205","705"
"1588","43149020205","494","1706"
"1589","43149020206","290","1003"
"1590","43149020207","250","751"
"1591","43149020208","321","1056"
"1592","43149020209","90","272"
"1593","43149020210","530","1812"
"1594","43149020211","222","762"
"1595","43149020212","212","794"
"1596","43149020213","249","960"
"1597","43149020214","430","1452"
"1598","43149020215","80","284"
"1599","43149020216","625","2147"
"1600","43149020217","654","2269"
"1601","43149020218","294","909"
"1602","43149020219","226","807"
"1603","43149020220","858","2849"
"1604","43149020221","486","1488"
"1605","43149020222","315","1010"
"1606","43149020223","457","1571"
"1607","43149020224","448","1609"
"1608","43149020225","166","571"
"1609","43149020226","443","1457"
"1610","43149020227","329","1150"
"1611","43149020228","259","873"
"1612","43149020229","542","1944"
"1613","43149020230","248","838"
"1614","43149020231","407","1494"
"1615","43149020232","580","1737"
"1616","43149020233","205","739"
"1617","43149020234","920","3276"
"1618","43149020235","1753","5970"
"1619","43149020236","232","782"
"1620","43149020237","274","877"
"1621","43149020238","567","2020"
"1622","43156020001","417","1463"
"1623","43156020002","277","935"
"1624","43156020003","177","571"
"1625","43156020004","174","624"
"1626","43156020007","230","807"
"1627","43156020008","147","484"
"1628","43187050023","163","549"
"1629","43187050024","103","359"
"1630","43187050027","99","323"
"1631","43187050028","199","660"
"1632","43187050029","115","378"
"1633","43187050030","177","593"
"1634","43187050031","122","485"
"1635","43187050032","89","305"
"1636","43187050035","185","692"
"1637","43187050036","333","1190"
"1638","43187050037","52","177"
"1639","43187050038","286","986"
"1640","43211050001","65","221"
"1641","43211050002","117","404"
"1642","43216000001","1375","4887"
"1643","43230020002","494","1674"
"1644","43230020004","231","848"
"1645","43230020011","356","1267"
"1646","11002050002","226","869"
"1647","11002050003","663","2448"
"1648","11002050004","431","1728"
"1649","11002050005","116","464"
"1650","11002050006","1751","6857"
"1651","11002050007","483","1733"
"1652","11002050008","388","1538"
"1653","11002050009","297","1106"
"1654","11002050010","1294","4653"
"1655","11002050011","237","954"
"1656","11002050012","250","1066"
"1657","11002050013","253","953"
"1658","11002050014","1986","7894"
"1659","11002050015","49","162"
"1660","11002050016","1050","3825"
"1661","11002050017","673","2136"
"1662","11002050018","390","1381"
"1663","11002050019","81","226"
"1664","11002050020","327","1253"
"1665","11002050021","124","470"
"1666","11002050022","340","1397"
"1667","11002050023","201","891"
"1668","11002050024","339","1181"
"1669","11002050025","407","1555"
"1670","11002050026","249","947"
"1671","14001000001","105","388"
"1672","14001000002","65","237"
"1673","14001000003","133","532"
"1674","42020080001","60","247"
"1675","42021070001","144","561"
"1676","42024040001","116","439"
"1677","42024040002","304","999"
"1678","42024040003","349","1183"
"1679","42024040004","542","1734"
"1680","42024040005","293","1023"
"1681","42024040006","450","1490"
"1682","42024040007","1162","4136"
"1683","42024040008","236","785"
"1684","42024040009","389","1335"
"1685","42024040010","218","746"
"1686","42024040011","196","633"
"1687","42024040012","220","828"
"1688","42024040013","268","944"
"1689","42024040014","198","738"
"1690","42024040015","551","1709"
"1691","42024040016","1164","3741"
"1692","42024040018","193","668"
"1693","42028000001","271","964"
"1694","42054070036","152","613"
"1695","42054070037","70","270"
"1696","42054070038","77","296"
"1697","42054070039","136","579"
"1698","42054070040","178","616"
"1699","42054070041","816","2904"
"1700","42054070042","266","972"
"1701","42054070043","295","984"
"1702","42054070044","558","1949"
"1703","42054070045","306","1092"
"1704","42054070046","328","1131"
"1705","42054070047","266","992"
"1706","42054070048","1579","5175"
"1707","42059020001","277","923"
"1708","42059020002","175","606"
"1709","42059020003","288","991"
"1710","42059020004","770","2451"
"1711","42059020005","349","1149"
"1712","42082030001","131","486"
"1713","42082030002","208","844"
"1714","42082030003","72","275"
"1715","42082030005","62","237"
"1716","42082030006","61","269"
"1717","42082030007","138","488"
"1718","42082030008","121","422"
"1719","42091020001","791","2902"
"1720","42091020002","56","235"
"1721","42091020003","156","572"
"1722","42091020004","222","829"
"1723","42091020005","171","603"
"1724","42091020006","65","260"
"1725","42091020007","147","516"
"1726","42091020008","104","418"
"1727","42091020009","128","498"
"1728","42091020010","92","365"
"1729","42094090001","107","353"
"1730","42094090002","185","644"
"1731","42094090003","729","2500"
"1732","42094090004","98","324"
"1733","42094090005","256","780"
"1734","42113060001","268","963"
"1735","42119000001","1353","5141"
"1736","42166020002","221","839"
"1737","42166020003","51","209"
"1738","42166020004","153","652"
"1739","42170060001","81","269"
"1740","42179070002","96","357"
"1741","42187070001","275","857"
"1742","42187070002","208","598"
"1743","42187070003","67","232"
"1744","42187070004","51","157"
"1745","42187070005","185","664"
"1746","42187070006","226","684"
"1747","42187070007","224","699"
"1748","33001000001","46","192"
"1749","33001000002","372","1249"
"1750","33001000003","435","1436"
"1751","33001000004","220","707"
"1752","33001000005","170","517"
"1753","33001000006","407","1363"
"1754","33001000007","299","970"
"1755","33001000008","403","1349"
"1756","33001000010","234","793"
"1757","33001000011","112","374"
"1758","33001000012","53","169"
"1759","33001000013","1798","5964"
"1760","33001000014","1596","5565"
"1761","33001000015","380","1240"
"1762","33001000016","419","1361"
"1763","33001000017","248","824"
"1764","33001000019","697","2164"
"1765","33001000021","810","2966"
"1766","33001000022","374","1166"
"1767","33001000023","269","877"
"1768","33001000024","176","513"
"1769","33001000025","1123","3662"
"1770","33001000026","696","2164"
"1771","33001000027","377","1214"
"1772","33001000028","621","1903"
"1773","33001000029","46","164"
"1774","33001000030","205","643"
"1775","33001000031","324","1040"
"1776","33001000032","118","378"
"1777","33001000033","1095","3332"
"1778","33001000034","716","2334"
"1779","33001000035","258","828"
"1780","33001000036","786","2766"
"1781","33001000037","236","773"
"1782","33001000038","319","1082"
"1783","33001000039","1666","5239"
"1784","33001000040","237","728"
"1785","33002090001","658","2197"
"1786","33002090003","86","262"
"1787","33002090004","108","349"
"1788","33002090005","353","1203"
"1789","33002090006","128","429"
"1790","33002090007","262","758"
"1791","33002090008","90","322"
"1792","33002090009","283","947"
"1793","33002090010","216","802"
"1794","33002090011","248","776"
"1795","33002090012","48","146"
"1796","33002090013","463","1619"
"1797","33002090014","251","863"
"1798","33002090015","229","682"
"1799","33002090017","40","141"
"1800","33002090018","157","487"
"1801","33002090019","55","171"
"1802","33002090020","450","1512"
"1803","33002090021","322","1076"
"1804","33002090022","143","726"
"1805","33002090023","224","664"
"1806","33002090024","211","636"
"1807","33002090025","201","764"
"1808","33002090026","775","2460"
"1809","33002090027","103","271"
"1810","33002330001","134","493"
"1811","33002580001","647","2064"
"1812","33002580002","1018","3142"
"1813","33002580003","302","1045"
"1814","33002580004","123","394"
"1815","33003080001","148","534"
"1816","33004070002","112","403"
"1817","33004070006","167","574"
"1818","33004070007","35","130"
"1819","33004070008","22","81"
"1820","33004070009","103","338"
"1821","33004070010","31","95"
"1822","33004070011","65","214"
"1823","33004070012","133","441"
"1824","33004070013","131","404"
"1825","33004070014","100","307"
"1826","33004070016","232","819"
"1827","33004070018","102","352"
"1828","33004070019","82","214"
"1829","33004070020","31","92"
"1830","33004070021","109","366"
"1831","33004070023","81","283"
"1832","33004070024","78","317"
"1833","33004070026","239","752"
"1834","33004560012","679","2326"
"1835","33004560030","253","778"
"1836","33004560031","612","2013"
"1837","33004560032","648","2249"
"1838","33004560033","355","1170"
"1839","33004560034","955","3066"
"1840","33004560035","831","2684"
"1841","33004560036","167","601"
"1842","33004560037","292","961"
"1843","33004560038","873","2953"
"1844","33004560039","151","497"
"1845","33004560040","1220","4054"
"1846","33004560041","1026","4749"
"1847","33004560042","404","1271"
"1848","33004560043","281","891"
"1849","33004560044","167","532"
"1850","33004560045","976","3188"
"1851","33004560046","296","814"
"1852","33004560047","212","683"
"1853","33007040001","92","256"
"1854","33007040002","57","207"
"1855","33007040003","135","457"
"1856","33007040004","600","2091"
"1857","33007040005","180","633"
"1858","33007040006","46","163"
"1859","33007040007","243","851"
"1860","33007040008","2530","8384"
"1861","33007040009","220","755"
"1862","33007040010","776","2793"
"1863","33007040011","64","206"
"1864","33007040012","1165","4011"
"1865","33007040013","1107","3920"
"1866","33007040014","168","558"
"1867","33007040015","340","1153"
"1868","33007040016","754","2581"
"1869","33007040017","652","2246"
"1870","33007040018","253","825"
"1871","33007040019","377","1229"
"1872","33007040020","86","274"
"1873","33007040021","69","244"
"1874","33007040022","885","3017"
"1875","33007040023","443","1461"
"1876","33007040024","166","609"
"1877","33007040025","533","1717"
"1878","33007040026","141","474"
"1879","33007040027","221","799"
"1880","33008030001","840","2624"
"1881","33008030002","221","690"
"1882","33008030003","176","598"
"1883","33008030004","237","732"
"1884","33010090001","149","463"
"1885","33010090002","1086","4009"
"1886","33010090003","147","468"
"1887","33010090004","62","226"
"1888","33010090005","115","392"
"1889","33010090006","113","370"
"1890","33010090007","253","843"
"1891","33010090008","144","521"
"1892","33010090009","36","135"
"1893","33010090010","47","181"
"1894","33010090011","188","586"
"1895","33010090013","301","925"
"1896","33010090014","70","267"
"1897","33010090015","102","354"
"1898","33010090016","188","558"
"1899","33010090017","50","177"
"1900","33010090019","257","866"
"1901","33010090021","56","206"
"1902","33010090022","70","227"
"1903","33010090024","96","352"
"1904","33010090025","266","892"
"1905","33010090026","121","489"
"1906","33010090028","246","837"
"1907","33010090029","31","92"
"1908","33010090032","226","734"
"1909","33010090033","124","449"
"1910","33010090034","51","158"
"1911","33013060004","92","274"
"1912","33017020001","2479","8162"
"1913","33017020002","883","2894"
"1914","33017020003","932","3257"
"1915","33017020004","2161","7353"
"1916","33017020013","366","1073"
"1917","33017020014","520","1673"
"1918","33017020016","115","364"
"1919","33017020018","58","163"
"1920","33017020022","173","620"
"1921","33017020023","119","402"
"1922","33017020024","336","1279"
"1923","33017020025","1872","5757"
"1924","33017020026","363","999"
"1925","33017020027","2714","8999"
"1926","33017020032","806","3222"
"1927","33017020033","172","550"
"1928","33017020035","245","819"
"1929","33017020036","638","2097"
"1930","33017020037","856","2904"
"1931","33017020038","542","1893"
"1932","33017020039","321","1039"
"1933","33017020040","223","785"
"1934","33017020054","451","1658"
"1935","33017020055","474","1520"
"1936","33017020056","517","1970"
"1937","33019000001","132","420"
"1938","33019000002","157","565"
"1939","33019000003","67","219"
"1940","33020070001","294","971"
"1941","33020070002","192","655"
"1942","33020070003","81","234"
"1943","33020070005","92","318"
"1944","33020070006","305","1018"
"1945","33020070007","382","1340"
"1946","33020070008","47","194"
"1947","33020070009","318","1092"
"1948","33020070010","75","259"
"1949","33020070011","123","394"
"1950","33020070012","172","601"
"1951","33020070013","76","320"
"1952","33020070015","214","737"
"1953","33022540001","163","537"
"1954","33022540002","214","736"
"1955","33022540003","145","466"
"1956","33022540004","199","660"
"1957","33022540005","62","209"
"1958","33022540006","281","878"
"1959","33022540007","482","1580"
"1960","33022540008","130","468"
"1961","33022540009","131","419"
"1962","33022700001","82","291"
"1963","33022700004","75","224"
"1964","33022700005","157","587"
"1965","33022700007","203","716"
"1966","33022700008","154","559"
"1967","33024030001","2550","8109"
"1968","33024030002","357","1241"
"1969","33024030003","120","364"
"1970","33024030004","261","893"
"1971","33024030005","1808","5442"
"1972","33024030006","1385","4516"
"1973","33024030007","764","2454"
"1974","33024030008","2347","7436"
"1975","33024030009","439","1342"
"1976","33024030010","247","836"
"1977","33024030011","542","1711"
"1978","33024030012","593","1889"
"1979","33025020001","437","1479"
"1980","33025020002","424","1397"
"1981","33025020003","381","1269"
"1982","33025020004","367","1193"
"1983","33025020006","143","428"
"1984","33025020007","374","1183"
"1985","33025020008","386","1284"
"1986","33025020009","921","2909"
"1987","33025020010","24","68"
"1988","33025020014","366","1184"
"1989","33025020015","667","2277"
"1990","33025020016","405","1420"
"1991","33025020017","264","968"
"1992","33025020018","108","379"
"1993","33025020019","203","715"
"1994","33025020020","119","402"
"1995","33026010001","314","866"
"1996","33026010002","614","1684"
"1997","33026010003","45","142"
"1998","33026010004","54","175"
"1999","33026010005","84","257"
"2000","33026010007","55","182"
"2001","33026010008","47","171"
"2002","33026010009","267","930"
"2003","33026010010","87","325"
"2004","33026010011","10","21"
"2005","33026010012","205","677"
"2006","33026010013","195","617"
"2007","33026010014","162","567"
"2008","33026010015","53","189"
"2009","33026010016","360","1134"
"2010","33026010019","249","819"
"2011","33027000001","409","1318"
"2012","33027000002","48","143"
"2013","33027000003","153","453"
"2014","33027000004","472","1531"
"2015","33027000005","161","523"
"2016","33027000006","95","316"
"2017","33027000007","249","825"
"2018","33027000008","24","84"
"2019","33027000009","56","188"
"2020","33027000010","84","288"
"2021","33027000011","527","1607"
"2022","33027000012","171","650"
"2023","33027000013","201","723"
"2024","33027000014","245","760"
"2025","33027000015","107","342"
"2026","33028580001","53","156"
"2027","33028580002","267","905"
"2028","33032030004","108","376"
"2029","33032030005","342","1341"
"2030","33032030008","282","939"
"2031","33032030009","251","901"
"2032","33033020001","256","856"
"2033","33033020002","1186","4073"
"2034","33033020003","571","1851"
"2035","33033020004","695","2302"
"2036","33033020006","429","1422"
"2037","33033020007","1760","5744"
"2038","33033020008","273","906"
"2039","33033020010","129","411"
"2040","33033020013","112","376"
"2041","33033020015","229","709"
"2042","33033020017","417","1446"
"2043","33033020018","112","330"
"2044","33033020019","471","1499"
"2045","33033020021","114","373"
"2046","33033020022","125","470"
"2047","33033020023","55","173"
"2048","33033020024","488","1746"
"2049","33033020027","654","1843"
"2050","33033020028","261","806"
"2051","33033020029","475","1433"
"2052","33033020030","669","2087"
"2053","33033020031","1128","3751"
"2054","33033020032","759","2535"
"2055","33033020033","108","357"
"2056","33033020034","614","2103"
"2057","33033020035","526","1682"
"2058","33033020036","400","1274"
"2059","33033020037","93","301"
"2060","33033020038","96","386"
"2061","33033020039","478","1437"
"2062","33033020040","236","764"
"2063","33033020041","594","1795"
"2064","33033020042","153","528"
"2065","33033020043","104","294"
"2066","33033020044","248","857"
"2067","33033020045","257","842"
"2068","33033020046","129","412"
"2069","33033020047","81","273"
"2070","33033020048","334","1185"
"2071","33033020049","371","1129"
"2072","33033020050","105","341"
"2073","33033020051","103","340"
"2074","33033020052","288","1157"
"2075","33033020053","75","267"
"2076","33033020054","319","976"
"2077","33033020055","228","849"
"2078","33033020056","295","1000"
"2079","33033020057","904","2817"
"2080","33033020058","648","2026"
"2081","33033020059","267","817"
"2082","33033020060","51","159"
"2083","33033020061","80","270"
"2084","33033020062","167","517"
"2085","33033020063","91","298"
"2086","33033020064","142","461"
"2087","33033020066","183","587"
"2088","33033020067","107","371"
"2089","33033020068","337","1029"
"2090","33033020069","271","911"
"2091","33033020070","455","1716"
"2092","33033020071","101","371"
"2093","33033020073","171","537"
"2094","33033020075","188","653"
"2095","33033020076","113","347"
"2096","33033020077","508","1710"
"2097","33033020078","152","489"
"2098","33033020079","105","352"
"2099","33033020080","75","226"
"2100","33033020082","382","1238"
"2101","33033020083","150","481"
"2102","33033020086","110","356"
"2103","33033020087","80","278"
"2104","33033020088","112","375"
"2105","33033020089","92","340"
"2106","33033020090","128","408"
"2107","33033020091","145","457"
"2108","33033020092","368","1335"
"2109","33034010001","95","289"
"2110","33035000008","318","1088"
"2111","33035000014","229","765"
"2112","33035000095","255","855"
"2113","33035000100","202","706"
"2114","33035000102","154","507"
"2115","33035000103","45","155"
"2116","33035000104","162","573"
"2117","33035000106","174","518"
"2118","33035000107","807","2748"
"2119","33035000108","507","1626"
"2120","33036090001","57","166"
"2121","33036090004","237","715"
"2122","33036090005","399","1370"
"2123","33036090006","966","2868"
"2124","33036090007","144","442"
"2125","33039060002","211","782"
"2126","33039060003","585","1972"
"2127","33039060004","191","650"
"2128","33039060005","589","2076"
"2129","33039060006","148","546"
"2130","33039060007","1450","4860"
"2131","33039060008","317","1110"
"2132","33039060009","100","303"
"2133","33039060010","158","556"
"2134","33039060011","276","1019"
"2135","33039060012","124","390"
"2136","33039060013","659","2216"
"2137","33039060014","233","800"
"2138","33039060015","770","2947"
"2139","33039060016","1457","4890"
"2140","33039550001","97","305"
"2141","33040030001","434","1386"
"2142","33040030002","120","370"
"2143","33041440001","290","1034"
"2144","33041440004","398","1280"
"2145","33041440005","371","1240"
"2146","33041440006","565","1874"
"2147","33043000001","127","412"
"2148","33043000002","95","274"
"2149","33043000003","57","186"
"2150","33043000004","112","377"
"2151","33045240005","1099","3620"
"2152","33045240007","414","1475"
"2153","33045570001","200","708"
"2154","33045570002","143","416"
"2155","33045570003","214","694"
"2156","33045570004","2699","7949"
"2157","33045570005","1035","3421"
"2158","33045570007","2166","7548"
"2159","33045570008","581","1978"
"2160","33045570009","918","3249"
"2161","33045570012","418","1503"
"2162","33045570013","61","185"
"2163","33045570014","18700","54793"
"2164","33045570017","706","2483"
"2165","33045570018","692","2640"
"2166","33045570019","249","782"
"2167","33045570021","3880","11707"
"2168","33045570022","185","554"
"2169","33045570023","687","2226"
"2170","33045570024","268","955"
"2171","33045570025","69","216"
"2172","33045570026","90","309"
"2173","33045570027","424","1359"
"2174","33045570028","1428","4771"
"2175","33045570031","104","326"
"2176","33045570035","151","431"
"2177","33045570036","1964","5916"
"2178","33045570038","630","2136"
"2179","33045570039","813","2589"
"2180","33045570040","153","496"
"2181","33045570041","231","681"
"2182","33045570042","142","807"
"2183","33045570044","2696","9154"
"2184","33045570046","308","884"
"2185","33045570047","1331","4141"
"2186","33045570048","365","1132"
"2187","33045570049","68","221"
"2188","33045570050","1909","6197"
"2189","33045570051","362","1183"
"2190","33045570052","888","2602"
"2191","33045570053","23352","69161"
"2192","33045570055","231","758"
"2193","33045570056","1237","4094"
"2194","33045570060","330","1003"
"2195","33045570061","4126","13471"
"2196","33045570063","782","2577"
"2197","33045570064","62","229"
"2198","33045570066","1343","4122"
"2199","33045570067","899","3071"
"2200","33045570068","53","188"
"2201","33045570069","3629","11878"
"2202","33045570071","173","488"
"2203","33045570072","249","831"
"2204","33045570073","1148","3569"
"2205","33045570074","1171","3909"
"2206","33045570075","1177","3913"
"2207","33045570076","1840","5567"
"2208","33045570077","3235","9678"
"2209","33045570078","599","1787"
"2210","33045570079","1323","4069"
"2211","33045570081","359","1156"
"2212","33045570082","1763","5784"
"2213","33045570086","104","416"
"2214","33045570088","260","835"
"2215","33045570089","1528","4503"
"2216","33045570090","787","2345"
"2217","33045570091","715","2641"
"2218","33045570092","873","2796"
"2219","33045570093","214","675"
"2220","33045570095","2414","7884"
"2221","33045570097","919","3014"
"2222","33045570098","573","1963"
"2223","33045570099","338","1100"
"2224","33045570100","777","2451"
"2225","33045570101","623","1924"
"2226","33045570103","622","2136"
"2227","33045570104","384","1201"
"2228","33045570105","298","887"
"2229","33045570106","1722","5790"
"2230","33045570109","6623","19671"
"2231","33045570110","584","1921"
"2232","33045570111","47","182"
"2233","33045570114","1179","3728"
"2234","33045570115","974","3939"
"2235","33045570117","93","352"
"2236","33045570119","2410","8339"
"2237","33045570120","164","583"
"2238","33045570121","1669","5212"
"2239","33045570122","405","1422"
"2240","33045570124","402","1289"
"2241","33045570125","1987","6657"
"2242","33045570126","248","749"
"2243","33045570127","417","1403"
"2244","33045570128","680","2248"
"2245","33045570129","307","1006"
"2246","33045570130","1386","5075"
"2247","33045570132","2382","7488"
"2248","33045570133","76","265"
"2249","33045570134","234","719"
"2250","33045570135","230","805"
"2251","33045570136","1707","5130"
"2252","33045570137","2804","8700"
"2253","33045570138","4618","17776"
"2254","33045570139","281","997"
"2255","33045570142","263","900"
"2256","33045570143","5879","18233"
"2257","33045570145","60","215"
"2258","33045570146","652","2176"
"2259","33045570147","505","1493"
"2260","33045570148","51","154"
"2261","33045570149","60","260"
"2262","33045570150","723","2539"
"2263","33045570152","628","1976"
"2264","33045570154","1713","5165"
"2265","33045570155","294","914"
"2266","33045570156","230","729"
"2267","33045570159","2036","6158"
"2268","33045570160","2431","9020"
"2269","33045570161","424","1331"
"2270","33045570163","421","1381"
"2271","33045570165","160","529"
"2272","33045570167","420","1424"
"2273","33045570168","671","2229"
"2274","33045570170","810","2215"
"2275","33045570171","924","3259"
"2276","33045570172","198","686"
"2277","33045570174","1136","3908"
"2278","33045570178","1492","4796"
"2279","33045570180","2276","6883"
"2280","33045570182","396","1415"
"2281","33045570185","520","1631"
"2282","33045570186","145","458"
"2283","33045570187","1270","4209"
"2284","33045570189","922","2928"
"2285","33045570190","1279","4312"
"2286","33045570193","1310","5014"
"2287","33045570194","367","1320"
"2288","33045570195","4958","16185"
"2289","33045570196","183","705"
"2290","33045570197","239","937"
"2291","33045570198","3819","12004"
"2292","33045570200","484","1838"
"2293","33045570201","399","1342"
"2294","33045570202","156","516"
"2295","33045570203","584","1870"
"2296","33045570204","203","676"
"2297","33045570205","393","1346"
"2298","33045570206","1319","4594"
"2299","33045570209","149","530"
"2300","33045570210","356","1157"
"2301","33045570212","525","1415"
"2302","33045570214","227","689"
"2303","33045570216","576","1907"
"2304","33045570219","56","187"
"2305","33045570221","209","660"
"2306","33045570226","1232","4776"
"2307","33045570227","1030","3587"
"2308","33045570228","154","517"
"2309","33045570229","77","269"
"2310","33045570230","199","625"
"2311","33045570231","213","647"
"2312","33045570232","567","2105"
"2313","33045570233","218","721"
"2314","33045570234","3037","10220"
"2315","33045570235","1404","4563"
"2316","33045570237","1558","5065"
"2317","33045570238","869","3149"
"2318","33045570240","1604","4748"
"2319","33045570241","874","3244"
"2320","33045570242","844","2639"
"2321","33045570244","1545","4562"
"2322","33045570245","1957","6346"
"2323","33045570246","1458","5204"
"2324","33045570247","85","264"
"2325","33045570248","1446","4406"
"2326","33045570249","484","1497"
"2327","33045570250","114","364"
"2328","33045570252","4322","15056"
"2329","33045570253","244","734"
"2330","33045570254","248","773"
"2331","33045570255","89","345"
"2332","33045570256","140","467"
"2333","33045570257","562","1849"
"2334","33045570258","3618","13178"
"2335","33045570260","314","1110"
"2336","33045570261","1082","3396"
"2337","33045570263","967","3263"
"2338","33045570267","224","658"
"2339","33045570268","380","1233"
"2340","33045570270","1779","7053"
"2341","33045570274","1567","5119"
"2342","33045570278","306","1085"
"2343","33045570279","885","2520"
"2344","33045570284","642","2252"
"2345","33045570286","339","1213"
"2346","33045570287","236","726"
"2347","33045570289","1019","3434"
"2348","33045570290","483","1580"
"2349","33045570291","1548","6134"
"2350","33045570294","4731","14650"
"2351","33045570295","176","556"
"2352","33045570297","324","994"
"2353","33045570298","1262","4167"
"2354","33045570299","204","614"
"2355","33045570300","437","1369"
